Number,On a,Doubles,Type,Name,Country,Equipe,Packet,Fav?,Top 3
310,TRUE,28/50/78,Coureuse,Tota Magalhaes,BRA,MOVIESTAR TEAM,13,,
311,TRUE,50,Coureuse,Eleonora Ciabocco,ITA,TEAM PICNIC POSTNL,25,,
312,TRUE,102,Coureuse,Pfeiffer Georgi,GBR,TEAM PICNIC POSTNL,80,,
313,TRUE,97,Coureuse,Rachele Barbieri,ITA,TEAM PICNIC POSTNL,2,,
314,TRUE,,Coureuse,Anna Van der Breggen,NED,TEAM SD WORX - PROTIME,102,,
315,TRUE,,Coureuse,Lorena Wiebes,NED,TEAM SD WORX - PROTIME,17,,
316,TRUE,114,Coureuse,Lotte Kopecky,BEL,TEAM SD WORX - PROTIME,87,,
317,TRUE,,Coureuse,Pauline Ferrand Prévôt ,FRA,TEAM VISMA | LEASE A BIKE,41,⭐,
318,TRUE,,Coureuse,Marianne Vos,NED,TEAM VISMA | LEASE A BIKE,6,⭐,
319,FALSE,,Coureuse,,,TEAM VISMA | LEASE A BIKE,,,
320,FALSE,,Coureuse,,,UAE TEAM ADQ,,,
321,TRUE,40/64/83,Coureuse,Mavi Garcia,ESP,UAE TEAM ADQ,27,,
322,TRUE,,Coureuse,Pauliena Rooijakkers,NED,UAE TEAM ADQ,38,,
323,TRUE,,Coureuse,Katrine Aalerud,NOR,UNO - X MOBILITY,11,,
324,TRUE,37/73,Coureuse,Mie Bjorndal Ottestad,NOR,UNO - X MOBILITY,36,,
325,TRUE,89/98,Coureuse,Linda Zanetti,,UNO - X MOBILITY,0,,
